stock,features,n_features,mae,mse,rmse,r2,time
ABB_ABBNY,Peer_Swiss_return,1,0.005026884927778398,5.123594983295556e-05,0.007157929158140332,-0.06608417750586515,0.12775182723999023
ABB_ABBNY,TOP_1_COMBINED,1,0.0012102980859321735,3.1148502756367386e-06,0.0017648938425969814,0.9351882300419421,0.1616058349609375
ABB_ABBNY,TOP_3_COMBINED,3,0.0011098570666775395,2.6941526020679153e-06,0.0016413874015807222,0.9439418324396236,0.15843701362609863
ABB_ABBNY,TOP_5_COMBINED,5,0.0010407176345518553,2.2878750138673787e-06,0.0015125723169050064,0.9523953911199634,0.12829351425170898
ABB_ABBNY,TOP_7_COMBINED,7,0.0010346198573395905,2.253625124692126e-06,0.0015012078885657796,0.9531080404423652,0.1452953815460205
ABB_ABBNY,TOP_10_COMBINED,10,0.0017862723491419736,6.2891403372730925e-06,0.0025078158499525225,0.8691396758420555,0.1175532341003418
ABB_ABBNY,TOP_12_COMBINED,12,0.0019130960655042084,7.613277078923563e-06,0.0027592167509863305,0.841587903429714,0.12731003761291504
ABB_ABBNY,TOP_15_COMBINED,15,0.0020190687712518906,8.462740828234532e-06,0.002909079034374029,0.8239128165920979,0.1331169605255127
ABB_ABBNY,TOP_20_COMBINED,20,0.0017190555923006082,6.233343489835448e-06,0.0024966664754899576,0.8703006601978042,0.16074037551879883
ABB_ABBNY,ALL_FEATURES_COMBINED,69,0.0022297644735603315,1.1325195557166352e-05,0.0033652927892185475,0.7643527283085736,0.4329962730407715
Alcon_0A0D.LON,BASELINE_NONE,0,0.006569035932711827,0.00012980040648242607,0.011392998134048213,-0.13320412646425295,0.09204959869384766
Alcon_0A0D.LON,open,1,0.006288910498563062,0.00011736954404260808,0.010833722538564853,-0.0246782366457301,0.12276458740234375
Alcon_0A0D.LON,high,1,0.006259788775007454,0.00011971163353345204,0.010941281165085378,-0.04512551834151024,0.22669482231140137
Alcon_0A0D.LON,low,1,0.0062135449399977685,0.000112190689464304,0.010592010643135892,0.020535022214803855,0.1315021514892578
Alcon_0A0D.LON,close,1,0.006245781371573448,0.00011781148962077426,0.010854100129479839,-0.028536580131875988,0.10231971740722656
Alcon_0A0D.LON,volume,1,0.00661840587974697,0.00011980826270076525,0.010945696081143732,-0.04596912564678446,0.24541807174682617
