stock,features,n_features,mae,mse,rmse,r2,adj_r2,time
Alcon_0A0D.LON,parkinson_vol_lag_2,1,0.004628237509380411,5.1470574050219015e-05,0.007174299551190974,0.5506434187238924,0.5491253221655272,0.09081292152404785
Alcon_0A0D.LON,parkinson_vol_lag_3,1,0.004815422883579196,5.571720844383399e-05,0.0074643960535219454,0.5135687765957027,0.5119254278679854,0.05196356773376465
Alcon_0A0D.LON,return_lag_1,1,0.0059412315510249765,0.00010110468965007922,0.010055082776888474,0.11731977871833887,0.11433775094373866,0.0494384765625
Alcon_0A0D.LON,return_lag_2,1,0.005942089688721767,0.00010343596046559161,0.010170347116278363,0.09696694794040128,0.09391616060236208,0.09457063674926758
Alcon_0A0D.LON,return_lag_3,1,0.005960118367814734,0.00010245510794215399,0.010122011062143431,0.10553014244135894,0.1025082848144716,0.05937981605529785
Alcon_0A0D.LON,log_return_lag_1,1,0.005935302901733422,0.00010077253709407565,0.010038552539787578,0.12021958972262747,0.11724735860682556,0.05292487144470215
Alcon_0A0D.LON,log_return_lag_2,1,0.005936047617884939,0.00010321910667536886,0.010159680441597011,0.09886015934535242,0.09581576799178937,0.06885337829589844
Alcon_0A0D.LON,log_return_lag_3,1,0.005954793152839901,0.00010227738361843703,0.01011322815022172,0.10708173956240796,0.1040651238176864,0.056531429290771484
Alcon_0A0D.LON,abs_log_return_lag_1,1,0.0030852693071469453,2.2624798412079688e-05,0.004756553207111183,0.8024773911284953,0.8018100850174429,0.049433231353759766
Alcon_0A0D.LON,abs_log_return_lag_2,1,0.0031946670324437495,2.1194332499498377e-05,0.004603730280924196,0.8149658718569671,0.8143407565591866,0.03600716590881348
Alcon_0A0D.LON,abs_log_return_lag_3,1,0.003277016012595172,2.4279254252044415e-05,0.00492739832488144,0.7880333979569119,0.7873172945716311,0.05647706985473633
Alcon_0A0D.LON,range_t_lag_1,1,0.004754671316323423,5.179348748440038e-05,0.007196769239346248,0.5478242685684991,0.5462966478542034,0.04790139198303223
Alcon_0A0D.LON,range_t_lag_2,1,0.0047433493652416035,5.3479762287752906e-05,0.0073129858667819745,0.533102484428551,0.5315251279570259,0.046578168869018555
Alcon_0A0D.LON,range_t_lag_3,1,0.004759601837465578,5.380629630972099e-05,0.007335277520974989,0.5302517252425596,0.5286647378278384,0.05297374725341797
Alcon_0A0D.LON,body_lag_1,1,0.0063703894342161576,0.0001204137220149405,0.010973318641821193,-0.0512550027239298,-0.05480653989529438,0.047883033752441406
Alcon_0A0D.LON,body_lag_2,1,0.006388219512900079,0.00012122958531440801,0.011010430750629515,-0.058377782094520825,-0.061953382709705185,0.03459906578063965
Alcon_0A0D.LON,body_lag_3,1,0.006217424628758614,0.00011503600066702739,0.010725483703172896,-0.0043055656029056255,-0.007698489811023501,0.06364941596984863
Alcon_0A0D.LON,upper_wick_lag_1,1,0.006435147152509505,0.00012019229432340792,0.010963224631622208,-0.049321859519234845,-0.052866865801394436,0.03638815879821777
Alcon_0A0D.LON,upper_wick_lag_2,1,0.006305793476389359,0.00011610629710407052,0.01077526320347074,-0.013649637565896544,-0.017074129584700115,0.041643381118774414
Alcon_0A0D.LON,upper_wick_lag_3,1,0.0063423901707250555,0.00011709798537391833,0.01082118225398308,-0.022307432021339224,-0.02576117334573569,0.13842463493347168
Alcon_0A0D.LON,lower_wick_lag_1,1,0.006057664796226271,0.00010205916346954565,0.010102433541951446,0.10898687976884369,0.10597670030860329,0.14400792121887207
Alcon_0A0D.LON,lower_wick_lag_2,1,0.006013158664050473,0.00010181772542599262,0.010090476967219767,0.11109472052723746,0.10809166215064026,0.15088868141174316
Alcon_0A0D.LON,lower_wick_lag_3,1,0.006150317386063703,0.00010843752328178878,0.010413333917712847,0.053301509782839096,0.050103204072646124,0.08844494819641113
Alcon_0A0D.LON,vol_5_mean,1,0.006997409149241585,0.00011891411099496597,0.010904774687950501,-0.038162860395727805,-0.04167016735652407,0.061591386795043945
Alcon_0A0D.LON,vol_20_mean,1,0.006604957758623651,0.00012526186169659748,0.011192044571774966,-0.09358100186225027,-0.09727553227394692,0.07232379913330078
